word,start,end,duration,sentence_idx,word_idx,layer,richness,richness_normalized,pre_gap,word_length
that,85.249,85.569,0.3200000000000074,24,18,36,1.0891022682189941,0.06268036432006052,0.6999999999999886,4
fundamentally,85.969,86.53,0.561000000000007,24,19,36,9.791406631469727,0.5650673858777698,0.3999999999999915,13
expanded,86.65,87.01,0.3599999999999994,24,20,36,8.70592212677002,0.5024019923796937,0.12000000000000455,8
my,87.03,87.13,0.0999999999999943,24,21,36,0.509253203868866,0.02920547856197753,0.01999999999999602,2
perception,87.17,87.67,0.5,24,22,36,5.451872825622559,0.31454460792540606,0.04000000000000625,10
and,88.471,88.571,0.0999999999999943,24,23,36,3.3124887943267822,0.19103723256979155,0.8010000000000019,3
really,88.611,88.871,0.2599999999999909,24,24,36,6.467304229736328,0.3731658118519391,0.04000000000000625,6
actually,88.931,89.191,0.2600000000000051,24,25,36,8.879968643188477,0.5124497575860237,0.060000000000002274,8
changed,89.231,89.511,0.2800000000000011,24,26,36,1.562769889831543,0.0900253588981818,0.03999999999999204,7
the,89.551,89.631,0.0799999999999983,24,27,36,1.2921547889709473,0.07440265612487768,0.04000000000000625,3
way,89.671,89.812,0.1409999999999911,24,28,36,0.24323679506778717,0.013848259861673444,0.04000000000000625,3
that,89.852,89.952,0.0999999999999943,24,29,36,2.426504135131836,0.13988903371358627,0.04000000000000625,4
I,90.032,90.112,0.0799999999999983,24,30,36,0.12311593443155289,0.006913641295948648,0.0799999999999983,1
live,90.172,90.472,0.2999999999999971,24,31,36,5.696504592895508,0.32866728392116346,0.060000000000002274,4
and,90.692,90.772,0.0800000000000125,24,32,36,2.061861276626587,0.11883807617751704,0.21999999999999886,3
love,90.812,91.132,0.3200000000000074,24,33,36,5.660207748413086,0.32657185461528065,0.03999999999999204,4
and,91.392,91.492,0.1000000000000085,24,34,36,1.1756941080093384,0.06767934098964037,0.2599999999999909,3
work,91.533,91.773,0.2399999999999948,24,35,36,2.029716968536377,0.1169823742246332,0.04099999999999682,4
and,91.853,91.933,0.0800000000000125,24,36,36,2.081935405731201,0.1199969625494785,0.0799999999999983,3
parent.,91.973,92.333,0.3599999999999994,24,37,36,4.594009876251221,0.26501988504173224,0.03999999999999204,7
And,93.394,93.714,0.3199999999999932,25,0,36,3.513855314108155,0.20266219095915955,0.0,3
this,93.754,93.854,0.0999999999999943,25,1,36,3.9247021675109863,0.22638052099930805,0.04000000000000625,4
is,93.914,93.974,0.0600000000000022,25,2,36,0.793494701385498,0.04561483789713429,0.060000000000002274,2
where,93.994,94.174,0.1800000000000068,25,3,36,2.1793479919433594,0.12562062462868884,0.01999999999999602,5
my,94.214,94.314,0.0999999999999943,25,4,36,4.382297992706299,0.25279768524696716,0.03999999999999204,2
story,94.354,94.654,0.2999999999999971,25,5,36,3.981328248977661,0.22964956414271523,0.04000000000000625,5
starts.,94.694,95.055,0.3610000000000042,25,6,36,1.842024803161621,0.10614684101454018,0.04000000000000625,7
When,96.09,96.21,0.1199999999999903,26,0,36,3.513855314108155,0.20266219095915955,0.0,4
I,96.27,96.31,0.0400000000000062,26,1,36,2.3892626762390137,0.13773907149316128,0.060000000000002274,1
was,96.35,96.471,0.1210000000000093,26,2,36,1.8461012840270996,0.10638217765584329,0.03999999999999204,3
a,96.511,96.551,0.0400000000000062,26,3,36,1.5139812231063843,0.08720877240123834,0.03999999999999204,1
young,96.571,96.751,0.1800000000000068,26,4,36,3.1172564029693604,0.1797663995224163,0.01999999999999602,5
"researcher,",96.811,97.272,0.4609999999999985,26,5,36,4.069027900695801,0.23471249517560158,0.060000000000002274,11
a,97.292,97.312,0.019999999999996,26,6,36,3.9046287536621094,0.2252216759193061,0.01999999999999602,1
doctoral,97.352,97.692,0.3399999999999892,26,7,36,7.310474395751953,0.42184231530310945,0.04000000000000625,8
"student,",97.712,98.053,0.340999999999994,26,8,36,0.5611785054206848,0.03220314406541202,0.020000000000010232,8
my,98.814,98.914,0.1000000000000085,26,9,36,4.103761672973633,0.23671768778594204,0.7609999999999957,2
first,98.954,99.154,0.2000000000000028,26,10,36,3.3185291290283203,0.1913859431679559,0.03999999999999204,5
year,99.194,99.334,0.1400000000000005,26,11,36,4.422898769378662,0.2551415820372811,0.04000000000000625,4
I,99.374,99.414,0.0400000000000062,26,12,36,2.598385810852051,0.14981182192242923,0.03999999999999204,1
had,99.454,99.554,0.1000000000000085,26,13,36,2.4354028701782227,0.14040276074598756,0.03999999999999204,3
a,99.595,99.615,0.019999999999996,26,14,36,0.980060338973999,0.056385336270979955,0.04099999999999682,1
research,99.655,99.975,0.3199999999999932,26,15,36,4.613195896148682,0.26612750056395373,0.04000000000000625,8
professor,100.015,100.516,0.5010000000000048,26,16,36,6.610607147216797,0.381438738526116,0.04000000000000625,9
who,100.936,101.357,0.4209999999999922,26,17,36,0.8289602398872375,0.047662275623062494,0.4200000000000017,3
said,101.717,101.877,0.1599999999999966,26,18,36,3.4130911827087402,0.19684504302448405,0.35999999999999943,4
to,101.918,101.978,0.059999999999988,26,19,36,2.0465455055236816,0.11795389144826976,0.04100000000001103,2
"us,",102.138,102.258,0.1199999999999903,26,20,36,2.2509074211120605,0.12975177506698543,0.1600000000000108,3
here's,102.759,103.019,0.2600000000000051,26,21,36,4.467703342437744,0.2577281654376931,0.5010000000000048,6
the,103.039,103.139,0.0999999999999943,26,22,36,1.5302479267120361,0.08814785479067028,0.01999999999999602,3
"thing,",103.159,103.439,0.2799999999999869,26,23,36,2.436487913131714,0.14046540064858262,0.020000000000010232,6
if,104.08,104.16,0.0799999999999983,26,24,36,2.0607500076293945,0.11877392223640616,0.6410000000000053,2
you,104.2,104.321,0.1209999999999951,26,25,36,0.41674426198005676,0.023864905554759324,0.04000000000000625,3
cannot,104.381,104.761,0.3799999999999954,26,26,36,7.112578392028809,0.4104177109984738,0.060000000000002274,6
measure,104.821,105.122,0.3010000000000019,26,27,36,4.98945426940918,0.28784902575867577,0.060000000000002274,7
"it,",105.182,105.262,0.0799999999999983,26,28,36,1.358736276626587,0.0782464282888868,0.060000000000002274,3
it,105.422,105.482,0.0600000000000022,26,29,36,2.5661158561706543,0.14794886634865598,0.1599999999999966,2
does,105.542,105.702,0.1599999999999966,26,30,36,2.287656307220459,0.1318733008912862,0.060000000000002274,4
not,105.782,105.963,0.1809999999999973,26,31,36,0.003358440240845084,0.0,0.0799999999999983,3
exist.,106.103,106.503,0.4000000000000057,26,32,36,0.12007502466440201,0.006738088530040332,0.14000000000000057,6
And,108.486,108.566,0.0799999999999983,27,0,36,3.513855314108155,0.20266219095915955,0.0,3
I,108.666,108.726,0.0600000000000022,27,1,36,2.585564613342285,0.1490716497840086,0.09999999999999432,1
thought,108.766,108.927,0.1610000000000013,27,2,36,3.7981295585632324,0.2190734407863267,0.04000000000000625,7
he,108.967,109.027,0.0600000000000022,27,3,36,3.7899560928344727,0.21860158380088088,0.03999999999999204,2
was,109.067,109.147,0.0800000000000125,27,4,36,0.6641177535057068,0.03814586223385656,0.03999999999999204,3
just,109.187,109.347,0.1599999999999966,27,5,36,3.3749966621398926,0.19464583326033566,0.03999999999999204,4
sweet,109.367,109.587,0.2199999999999988,27,6,36,8.322986602783203,0.4802949929788462,0.020000000000010232,5
talking,109.607,109.928,0.3209999999999979,27,7,36,7.633321762084961,0.4404804047124763,0.01999999999999602,7
to,109.948,109.988,0.0400000000000062,27,8,36,3.975337266921997,0.2293037026897579,0.01999999999999602,2
me.,110.008,110.108,0.1000000000000085,27,9,36,0.9268872737884521,0.05331563694415911,0.01999999999999602,3
I,110.228,110.268,0.0400000000000062,28,0,36,3.513855314108155,0.20266219095915955,0.0,1
was,110.308,110.428,0.1199999999999903,28,1,36,3.22450852394104,0.185958101324786,0.04000000000000625,3
"like,",110.469,110.709,0.2400000000000091,28,2,36,2.3888626098632812,0.13771597552380188,0.04099999999999682,5
Really?,111.449,111.789,0.3400000000000034,28,3,36,4.9635539054870605,0.28635378884843354,0.7399999999999949,7
And,111.869,111.929,0.0600000000000022,29,0,36,3.513855314108155,0.20266219095915955,0.0,3
he's,111.949,112.069,0.1200000000000045,29,1,36,2.9627671241760254,0.17084768036529988,0.01999999999999602,4
"like,",112.109,112.249,0.1400000000000005,29,2,36,3.1344549655914307,0.18075927845311232,0.03999999999999204,5
absolutely.,112.389,113.049,0.6600000000000108,29,3,36,5.326739311218262,0.3073206071349832,0.14000000000000057,11
So,113.81,113.87,0.0600000000000022,30,0,36,3.513855314108155,0.20266219095915955,0.0,2
you,113.93,113.99,0.059999999999988,30,1,36,3.296673536300659,0.19012421228881132,0.060000000000002274,3
have,114.01,114.13,0.1199999999999903,30,2,36,2.6265108585357666,0.15143549059077172,0.020000000000010232,4
to,114.15,114.21,0.059999999999988,30,3,36,1.0228745937347412,0.05885701791202835,0.020000000000010232,2
understand,114.25,114.67,0.4200000000000017,30,4,36,3.5660510063171387,0.20567546620815566,0.04000000000000625,10
that,114.71,114.81,0.1000000000000085,30,5,36,0.7970340251922607,0.04581916427683627,0.03999999999999204,4
I,114.91,114.97,0.0600000000000022,30,6,36,2.9683690071105957,0.17117107899227715,0.09999999999999432,1
have,115.01,115.37,0.3599999999999994,30,7,36,2.602994918823242,0.15007790730958978,0.04000000000000625,4
a,116.23,116.27,0.039999999999992,30,8,36,1.6427356004714966,0.09464180685474868,0.8599999999999994,1
bachelor's,116.33,116.67,0.3400000000000034,30,9,36,4.118855953216553,0.23758908577172394,0.060000000000002274,10
in,116.71,116.79,0.0800000000000125,30,10,36,2.681222438812256,0.15459400892252464,0.03999999999999204,2
social,116.81,117.07,0.2599999999999909,30,11,36,4.789133071899414,0.2762844141832871,0.01999999999999602,6
"work,",117.11,117.23,0.1200000000000045,30,12,36,0.9277069568634033,0.05336295752977147,0.04000000000000625,5
a,117.25,117.31,0.0600000000000022,30,13,36,2.4300482273101807,0.14009363537301842,0.01999999999999602,1
master's,117.35,117.631,0.2810000000000059,30,14,36,0.1765933334827423,0.010000909921421573,0.03999999999999204,8
in,117.671,117.751,0.0799999999999983,30,15,36,0.13718846440315247,0.007726053287428635,0.04000000000000625,2
social,117.771,117.971,0.2000000000000028,30,16,36,1.9794501066207886,0.11408045101134401,0.01999999999999602,6
"work,",117.991,118.091,0.0999999999999943,30,17,36,0.2969817817211151,0.016950976411378004,0.01999999999999602,5
and,118.111,118.171,0.0600000000000022,30,18,36,0.5714098215103149,0.03279380145939964,0.020000000000010232,3
I,118.191,118.211,0.019999999999996,30,19,36,1.3467735052108765,0.077555813383886,0.01999999999999602,1
was,118.231,118.291,0.0600000000000022,30,20,36,3.365595817565918,0.19410311927234986,0.01999999999999602,3
getting,118.311,118.491,0.1799999999999926,30,21,36,6.877152919769287,0.39682651757771226,0.020000000000010232,7
my,118.511,118.591,0.0799999999999983,30,22,36,2.6210217475891113,0.15111860232941243,0.01999999999999602,2
PhD,118.631,118.991,0.3599999999999994,30,23,36,2.6693177223205566,0.1539067455482384,0.04000000000000625,3
in,119.031,119.111,0.0799999999999983,30,24,36,0.5753025412559509,0.033018529508102176,0.04000000000000625,2
social,119.151,119.431,0.2800000000000011,30,25,36,1.5968742370605469,0.09199421458414278,0.03999999999999204,6
work.,119.451,119.631,0.1800000000000068,30,26,36,0.46304047107696533,0.026537601616256373,0.01999999999999602,5
So,119.891,120.011,0.1199999999999903,31,0,36,3.513855314108155,0.20266219095915955,0.0,2
my,120.031,120.111,0.0799999999999983,31,1,36,5.322214126586914,0.30705936667107325,0.020000000000010232,2
entire,120.151,120.431,0.2800000000000011,31,2,36,6.63778018951416,0.38300744759633454,0.03999999999999204,6
academic,120.491,120.871,0.3799999999999954,31,3,36,7.482852458953857,0.43179376013186077,0.060000000000002274,8
career,120.911,121.271,0.3599999999999994,31,4,36,0.38465598225593567,0.022012438138704717,0.04000000000000625,6
was,121.632,121.752,0.1199999999999903,31,5,36,2.160875082015991,0.1245541771901109,0.3610000000000042,3
surrounded,121.792,122.232,0.4399999999999977,31,6,36,7.946861267089844,0.45858114808859524,0.04000000000000625,10
by,122.272,122.412,0.1400000000000005,31,7,36,0.08036268502473831,0.00444548151494782,0.04000000000000625,2
people,122.492,122.872,0.3799999999999954,31,8,36,2.995070695877075,0.17271257666117065,0.0799999999999983,6
who,123.232,123.352,0.1200000000000045,31,9,36,0.5756022334098816,0.03303583083914195,0.35999999999999943,3
kind,123.412,123.612,0.1999999999999886,31,10,36,7.762326717376709,0.44792790511580594,0.060000000000002274,4
of,123.652,123.732,0.0799999999999983,31,11,36,0.008539351634681225,0.0002990957952580112,0.04000000000000625,2
believed,123.772,124.312,0.539999999999992,31,12,36,4.26447868347168,0.2459959360346176,0.04000000000000625,8
in,124.532,124.632,0.1000000000000085,31,13,36,1.5261237621307373,0.0879097653520657,0.21999999999999886,2
the,124.672,124.792,0.1200000000000045,31,14,36,2.285691261291504,0.13175985811449242,0.03999999999999204,3
life's,124.912,125.212,0.2999999999999971,31,15,36,7.134174823760986,0.4116644804242849,0.12000000000000455,6
"messy,",125.332,125.773,0.4410000000000025,31,16,36,6.2484331130981445,0.3605303070703306,0.11999999999999034,6
love,126.953,127.173,0.2199999999999988,31,17,36,8.827484130859375,0.5094198086522361,1.1800000000000068,4
it.,127.213,127.333,0.1200000000000045,31,18,36,5.0611677169799805,0.29198906773225614,0.03999999999999204,3
And,128.853,128.933,0.079999999999984,32,0,36,3.513855314108155,0.20266219095915955,0.0,3
I'm,128.993,129.093,0.0999999999999943,32,1,36,2.3526155948638916,0.13562342289109913,0.060000000000002274,3
more,129.133,129.333,0.1999999999999886,32,2,36,6.149979591369629,0.3548465514260291,0.040000000000020464,4
of,129.353,129.393,0.039999999999992,32,3,36,3.076902151107788,0.177436734694151,0.020000000000010232,2
the,129.413,129.493,0.079999999999984,32,4,36,3.070312261581421,0.17705629810708715,0.020000000000010232,3
life's,129.533,129.794,0.2610000000000241,32,5,36,6.968626976013184,0.40210734628099687,0.03999999999999204,6
"messy,",129.874,130.254,0.3799999999999954,32,6,36,5.9214348793029785,0.34165258665587034,0.07999999999998408,6
clean,130.974,131.194,0.2199999999999988,32,7,36,7.688817977905273,0.44368422032382504,0.7199999999999989,5
it,131.234,131.294,0.0600000000000022,32,8,36,8.68249797821045,0.5010497082333172,0.040000000000020464,2
up.,131.414,131.554,0.1400000000000147,32,9,36,1.840091586112976,0.10603523572994514,0.11999999999997613,3
organize,133.157,133.717,0.5600000000000023,33,0,36,3.513855314108155,0.20266219095915955,0.0,8
it,133.797,133.877,0.0800000000000125,33,1,36,4.381988525390625,0.25277981959248064,0.07999999999998408,2
and,133.997,134.057,0.0599999999999738,33,2,36,3.09871768951416,0.17869615322356233,0.12000000000000455,3
put,134.097,134.217,0.1200000000000045,33,3,36,3.6815221309661865,0.2123416539173941,0.040000000000020464,3
it,134.237,134.297,0.0600000000000022,33,4,36,0.4569021165370941,0.02618323229913918,0.01999999999998181,2
into,134.337,134.598,0.2610000000000241,33,5,36,2.041928768157959,0.11768736561354096,0.03999999999999204,4
a,134.618,134.638,0.0200000000000102,33,6,36,2.0020222663879395,0.1153835495519365,0.01999999999998181,1
bento,134.678,134.998,0.3199999999999932,33,7,36,6.281198978424072,0.36242189173603917,0.03999999999999204,5
box.,135.038,136.318,1.2800000000000011,33,8,36,0.7842546105384827,0.04508140427705108,0.040000000000020464,4
And,138.199,138.299,0.0999999999999943,34,0,36,3.513855314108155,0.20266219095915955,0.0,3
so,138.379,138.639,0.2600000000000193,34,1,36,4.205244064331055,0.24257630111483325,0.07999999999998408,2
to,138.779,138.919,0.1400000000000147,34,2,36,4.85580587387085,0.28013345795412853,0.13999999999998636,2
think,139.059,139.239,0.1800000000000068,34,3,36,5.86153507232666,0.33819455021373046,0.13999999999998636,5
that,139.259,139.339,0.0800000000000125,34,4,36,0.657410740852356,0.03775866408842096,0.01999999999998181,4
I,139.359,139.399,0.039999999999992,34,5,36,2.4533541202545166,0.14143909258208734,0.020000000000010232,1
had,139.439,139.539,0.0999999999999943,34,6,36,2.689854860305786,0.15509236158199718,0.03999999999999204,3
found,139.599,139.859,0.2600000000000193,34,7,36,4.804450988769531,0.2771687227884129,0.060000000000002274,5
my,139.899,140.059,0.1599999999999966,34,8,36,2.427431583404541,0.13994257562109996,0.03999999999999204,2
"way,",140.119,140.44,0.3209999999999979,34,9,36,2.872345209121704,0.16562759213447228,0.060000000000002274,4
to,140.46,140.5,0.039999999999992,34,10,36,2.6605894565582275,0.1534028597661899,0.020000000000010232,2
found,141.12,141.34,0.2199999999999988,34,11,36,6.968947410583496,0.4021258450788628,0.6200000000000045,5
a,141.38,141.42,0.039999999999992,34,12,36,1.5982695817947388,0.09207476831517719,0.03999999999999204,1
career,141.48,141.96,0.4800000000000182,34,13,36,4.831048488616943,0.2787042055952027,0.060000000000002274,6
that,142.46,142.62,0.1599999999999966,34,14,36,2.116406202316284,0.12198697348270131,0.5,4
takes,142.68,143.02,0.3400000000000034,34,15,36,6.4744367599487305,0.37357757527229374,0.060000000000002274,5
"me,",143.1,143.301,0.2009999999999934,34,16,36,2.800168752670288,0.1614608204990946,0.07999999999998408,3
and,143.361,143.521,0.1599999999999966,34,17,36,3.143656015396118,0.18129045822040493,0.060000000000002274,3
really,143.541,143.761,0.2199999999999988,34,18,36,5.928251266479492,0.34204609903011624,0.020000000000010232,6
one,143.821,143.901,0.0800000000000125,34,19,36,6.541576385498047,0.3774535689287166,0.060000000000002274,3
of,143.921,143.961,0.0400000000000204,34,20,36,1.6289827823638916,0.09384785193905051,0.01999999999998181,2
the,143.981,144.081,0.0999999999999943,34,21,36,0.39882412552833557,0.022830369918898738,0.01999999999998181,3
big,144.141,144.421,0.2800000000000011,34,22,36,6.330358505249023,0.36525988811399485,0.060000000000002274,3
sayings,144.501,145.021,0.5199999999999818,34,23,36,5.042363166809082,0.29090347458844645,0.0800000000000125,7
in,146.101,146.181,0.0800000000000125,34,24,36,1.5926014184951782,0.09174754329995086,1.0800000000000125,2
social,146.222,146.462,0.2399999999999806,34,25,36,8.070932388305664,0.46574381655514124,0.04099999999999682,6
work,146.482,146.622,0.1400000000000147,34,26,36,2.463611602783203,0.14203126057359416,0.020000000000010232,4
is,146.662,146.762,0.0999999999999943,34,27,36,0.882656455039978,0.05076217657727714,0.03999999999999204,2
lean,146.802,147.002,0.200000000000017,34,28,36,11.288572311401367,0.6514992751019146,0.03999999999999204,4
into,147.042,147.182,0.1399999999999863,34,29,36,4.664520263671875,0.26909047393939634,0.03999999999999204,4
the,147.202,147.262,0.0600000000000022,34,30,36,0.9616293907165527,0.055321311294027314,0.020000000000010232,3
discomfort,147.322,147.922,0.5999999999999943,34,31,36,6.630704879760742,0.3825989875327417,0.060000000000002274,10
of,148.182,148.262,0.0800000000000125,34,32,36,2.1320247650146484,0.12288863847481295,0.2599999999999909,2
the,148.302,148.382,0.0800000000000125,34,33,36,1.2232232093811035,0.07042321234586538,0.03999999999999204,3
work.,148.422,148.642,0.2199999999999988,34,34,36,2.2901124954223633,0.1320150974802852,0.03999999999999204,5
And,149.603,149.683,0.079999999999984,35,0,36,3.513855314108155,0.20266219095915955,0.0,3
I'm,149.743,149.863,0.1200000000000045,35,1,36,2.3526155948638916,0.13562342289109913,0.060000000000002274,3
"like,",149.903,150.083,0.1800000000000068,35,2,36,2.5941271781921387,0.14956596959543447,0.03999999999999204,5
you,150.103,150.183,0.079999999999984,35,3,36,4.040341377258301,0.2330564123190342,0.020000000000010232,3
"know,",150.203,150.363,0.1599999999999966,35,4,36,0.6500322222709656,0.03733269967498734,0.020000000000010232,5
knock,150.483,150.723,0.2400000000000091,35,5,36,10.48776912689209,0.6052686320531049,0.12000000000000455,5
discomfort,150.743,151.223,0.4800000000000182,35,6,36,17.325271606445312,1.0,0.01999999999998181,10
upside,151.263,151.563,0.2999999999999829,35,7,36,9.952374458312988,0.5743601138402512,0.03999999999999204,6
the,151.583,151.683,0.0999999999999943,35,8,36,0.13867227733135223,0.007811714317706441,0.020000000000010232,3
head,151.723,151.983,0.2599999999999909,35,9,36,0.02172820456326008,0.001060492807356575,0.040000000000020464,4
and,152.224,152.304,0.0800000000000125,35,10,36,1.9450645446777344,0.11209536070329758,0.24099999999998545,3
move,152.324,152.524,0.1999999999999886,35,11,36,3.989995002746582,0.2301498988162448,0.020000000000010232,4
it,152.564,152.624,0.0600000000000022,35,12,36,3.8487322330474854,0.22199475057461154,0.03999999999999204,2
over,152.724,152.944,0.2199999999999988,35,13,36,4.156245231628418,0.23974758166378354,0.09999999999999432,4
and,153.504,153.604,0.1000000000000227,35,14,36,2.3373966217041016,0.13474482634037385,0.5600000000000023,3
get,153.624,153.784,0.1599999999999966,35,15,36,2.9120523929595947,0.1679199015033566,0.01999999999998181,3
all,153.864,153.984,0.1200000000000045,35,16,36,5.660458087921143,0.3265863068011134,0.0800000000000125,3
A's.,154.084,154.304,0.2199999999999988,35,17,36,4.106197357177734,0.23685830067210137,0.09999999999999432,4
That,154.444,154.544,0.1000000000000227,36,0,36,3.513855314108155,0.20266219095915955,0.0,4
was,154.564,154.624,0.0600000000000022,36,1,36,3.2251980304718018,0.18599790677376532,0.01999999999998181,3
my,154.664,154.844,0.1800000000000068,36,2,36,3.3513078689575195,0.19327827108893586,0.03999999999999204,2
mantra.,154.864,155.085,0.2210000000000036,36,3,36,4.456796646118164,0.2570985181109267,0.020000000000010232,7
So,157.515,157.635,0.1200000000000045,37,0,36,3.513855314108155,0.20266219095915955,0.0,2
I,157.675,157.715,0.039999999999992,37,1,36,2.4345972537994385,0.14035625223557913,0.040000000000020464,1
was,157.755,157.855,0.0999999999999943,37,2,36,2.994398832321167,0.17267378974719286,0.03999999999999204,3
very,157.895,158.095,0.1999999999999886,37,3,36,3.604163646697998,0.20787572203527863,0.040000000000020464,4
excited,158.135,158.535,0.4000000000000057,37,4,36,2.4509103298187256,0.14129801172038675,0.03999999999999204,7
about,158.576,158.796,0.2199999999999988,37,5,36,2.2816920280456543,0.13152898100481772,0.04099999999999682,5
this.,158.836,159.096,0.2599999999999909,37,6,36,2.302548885345459,0.1327330545444829,0.040000000000020464,5
And,159.316,159.416,0.0999999999999943,38,0,36,3.513855314108155,0.20266219095915955,0.0,3
so,159.476,159.776,0.3000000000000113,38,1,36,4.205244064331055,0.24257630111483325,0.060000000000002274,2
I,159.976,160.036,0.0600000000000022,38,2,36,2.4366912841796875,0.1404771413290734,0.19999999999998863,1
"thought,",160.076,160.316,0.2400000000000091,38,3,36,2.5496978759765625,0.1470010507097851,0.03999999999999204,8
you,160.336,160.416,0.079999999999984,38,4,36,4.001956939697266,0.23084046554729284,0.020000000000010232,3
know,160.436,160.556,0.1200000000000045,38,5,36,0.09765522181987762,0.005443785606950633,0.020000000000010232,4
what?,160.596,160.837,0.2409999999999854,38,6,36,1.4716780185699463,0.0847665938652685,0.03999999999999204,5
This,161.177,161.317,0.1400000000000147,39,0,36,3.513855314108155,0.20266219095915955,0.0,4
is,161.377,161.437,0.0600000000000022,39,1,36,1.2546899318695068,0.07223979704909525,0.060000000000002274,2
the,161.457,161.517,0.0600000000000022,39,2,36,1.7967218160629272,0.10353148400033454,0.01999999999998181,3
career,161.577,161.797,0.2199999999999988,39,3,36,10.11042594909668,0.5834844807197742,0.060000000000002274,6
for,161.817,161.937,0.1200000000000045,39,4,36,4.391198635101318,0.25331152239126054,0.020000000000010232,3
me.,161.977,162.157,0.1800000000000068,39,5,36,1.7931201457977295,0.10332355833816088,0.03999999999999204,3
Because,162.477,162.697,0.2199999999999988,40,0,36,3.513855314108155,0.20266219095915955,0.0,7
I,162.878,162.938,0.0600000000000022,40,1,36,2.4812631607055664,0.1430502910786542,0.18099999999998317,1
am,163.058,163.158,0.0999999999999943,40,2,36,2.83323073387146,0.16336950003604533,0.12000000000000455,2
interested,163.218,163.578,0.3600000000000136,40,3,36,6.329112529754639,0.3651879575205073,0.060000000000002274,10
in,163.618,163.678,0.0600000000000022,40,4,36,0.08808533102273941,0.004891312522406523,0.03999999999999204,2
some,163.698,163.838,0.1399999999999863,40,5,36,5.8142266273498535,0.335463417427018,0.020000000000010232,4
messy,163.858,164.138,0.2800000000000011,40,6,36,10.719605445861816,0.6186526224209844,0.020000000000010232,5
topics.,164.178,164.678,0.5,40,7,36,4.137474536895752,0.2386639430060579,0.03999999999999204,7
But,165.199,165.299,0.0999999999999943,41,0,36,3.513855314108155,0.20266219095915955,0.0,3
I,165.339,165.399,0.0600000000000022,41,1,36,2.919903039932251,0.16837312205107144,0.03999999999999204,1
want,165.459,165.659,0.1999999999999886,41,2,36,4.075052738189697,0.23506031111464296,0.060000000000002274,4
to,165.679,165.759,0.079999999999984,41,3,36,0.445136159658432,0.025503979565000216,0.020000000000010232,2
be,165.799,165.879,0.079999999999984,41,4,36,2.400200128555298,0.1383704943741871,0.040000000000020464,2
able,165.939,166.099,0.1599999999999966,41,5,36,2.5886070728302,0.14924729201582923,0.060000000000002274,4
to,166.159,166.239,0.0800000000000125,41,6,36,0.011915814131498337,0.0004940201355672955,0.060000000000002274,2
make,166.279,166.439,0.1599999999999966,41,7,36,3.7941930294036865,0.21884618360510344,0.03999999999999204,4
them,166.479,166.639,0.1599999999999966,41,8,36,5.005228042602539,0.2887596511060037,0.040000000000020464,4
not,166.959,167.12,0.1610000000000013,41,9,36,6.060262680053711,0.34966716330330383,0.3199999999999932,3
messy.,167.18,167.52,0.3400000000000034,41,10,36,6.128391265869141,0.3536002499757593,0.060000000000002274,6
I,168.507,168.587,0.079999999999984,42,0,36,3.513855314108155,0.20266219095915955,0.0,1
want,168.627,168.827,0.1999999999999886,42,1,36,4.473450660705566,0.2580599600964399,0.040000000000020464,4
to,168.867,168.948,0.0810000000000172,42,2,36,0.42681482434272766,0.024446282580844345,0.03999999999999204,2
understand,169.048,169.548,0.5,42,3,36,5.729783535003662,0.33058848868583585,0.09999999999999432,10
them.,169.588,169.708,0.1200000000000045,42,4,36,3.460345506668091,0.1995730513862593,0.03999999999999204,5
I,169.788,169.848,0.0600000000000022,43,0,36,3.513855314108155,0.20266219095915955,0.0,1
want,169.888,170.049,0.1610000000000013,43,1,36,4.473450660705566,0.2580599600964399,0.03999999999999204,4
to,170.089,170.169,0.0800000000000125,43,2,36,0.42681482434272766,0.024446282580844345,0.03999999999999204,2
hack,170.289,170.569,0.2800000000000011,43,3,36,10.091510772705078,0.5823925010862252,0.11999999999997613,4
into,170.709,170.95,0.2409999999999854,43,4,36,2.235517978668213,0.12886333726590737,0.14000000000001478,4
these,170.99,171.17,0.1799999999999784,43,5,36,5.2790021896362305,0.30456472670053053,0.040000000000020464,5
things.,171.21,171.59,0.3799999999999954,43,6,36,2.183271884918213,0.12584715231862723,0.040000000000020464,7
I,171.61,171.63,0.0199999999999818,44,0,36,3.513855314108155,0.20266219095915955,0.0,1
know,171.89,172.071,0.1810000000000116,44,1,36,4.187721252441406,0.2415647031624872,0.2599999999999909,4
are,172.131,172.231,0.0999999999999943,44,2,36,8.160375595092773,0.470907403621356,0.060000000000002274,3
important,172.271,172.771,0.5,44,3,36,5.753453254699707,0.3319549497383151,0.03999999999999204,9
and,173.472,173.572,0.0999999999999943,44,4,36,2.848522186279297,0.16425228083866886,0.7010000000000218,3
lay,173.612,173.772,0.1599999999999966,44,5,36,11.376435279846191,0.6565716344655586,0.03999999999999204,3
the,173.812,173.892,0.079999999999984,44,6,36,1.7997896671295166,0.10370859209671819,0.040000000000020464,3
code,173.932,174.133,0.2010000000000218,44,7,36,10.416357040405273,0.6011459877584698,0.03999999999999204,4
out,174.193,174.293,0.0999999999999943,44,8,36,2.701024293899536,0.1557371768218947,0.060000000000002274,3
for,174.333,174.433,0.0999999999999943,44,9,36,1.6852360963821411,0.09709537508955339,0.03999999999999204,3
