word,start,end,duration,sentence_idx,word_idx,layer
that,184.143,184.543,0.4000000000000057,45,22,36
connection,184.963,185.404,0.4410000000000025,45,23,36
is,185.444,185.524,0.0800000000000125,45,24,36
why,185.564,185.704,0.14000000000001478,45,25,36
we're,185.744,185.904,0.1599999999999966,45,26,36
here.,185.944,186.125,0.1810000000000116,45,27,36
It's,186.965,187.086,0.12100000000000932,46,0,36
what,187.146,187.286,0.14000000000001478,46,1,36
gives,187.326,187.526,0.20000000000001705,46,2,36
purpose,187.586,187.926,0.339999999999975,46,3,36
and,187.966,188.026,0.060000000000002274,46,4,36
meaning,188.066,188.327,0.2609999999999957,46,5,36
to,188.387,188.487,0.09999999999999432,46,6,36
our,188.567,188.667,0.09999999999999432,46,7,36
lives.,188.687,189.027,0.339999999999975,46,8,36
This,190.202,190.542,0.3400000000000034,47,0,36
is,190.763,190.983,0.21999999999999886,47,1,36
what,191.023,191.143,0.12000000000000455,47,2,36
it's,191.163,191.283,0.11999999999997613,47,3,36
all,191.343,191.484,0.14100000000001955,47,4,36
about.,191.524,191.804,0.28000000000000114,47,5,36
It,191.924,191.984,0.060000000000002274,48,0,36
doesn't,192.004,192.204,0.20000000000001705,48,1,36
matter,192.244,192.405,0.16100000000000136,48,2,36
whether,192.445,192.625,0.18000000000000682,48,3,36
you,192.645,192.765,0.11999999999997613,48,4,36
talk,192.785,192.965,0.18000000000000682,48,5,36
to,192.985,193.045,0.05999999999997385,48,6,36
people,193.085,193.286,0.2009999999999934,48,7,36
who,193.306,193.386,0.07999999999998408,48,8,36
work,193.426,193.546,0.12000000000000455,48,9,36
in,193.586,193.646,0.05999999999997385,48,10,36
social,193.686,193.967,0.2810000000000059,48,11,36
justice,194.007,194.387,0.37999999999999545,48,12,36
and,194.427,194.507,0.0800000000000125,48,13,36
mental,194.527,194.767,0.2400000000000091,48,14,36
health,194.808,195.128,0.3199999999999932,48,15,36
and,195.689,195.769,0.0800000000000125,48,16,36
abuse,195.809,196.089,0.28000000000000114,48,17,36
and,196.149,196.229,0.0800000000000125,48,18,36
"neglect,",196.269,196.71,0.4410000000000025,48,19,36
what,196.77,196.91,0.13999999999998636,48,20,36
we,196.95,197.07,0.12000000000000455,48,21,36
know,197.11,197.351,0.24099999999998545,48,22,36
is,197.891,197.971,0.0800000000000125,48,23,36
that,198.031,198.171,0.13999999999998636,48,24,36
"connection,",198.252,198.812,0.5600000000000023,48,25,36
the,199.153,199.233,0.0800000000000125,48,26,36
ability,199.293,199.613,0.3199999999999932,48,27,36
to,199.633,199.693,0.060000000000002274,48,28,36
feel,199.733,199.914,0.18099999999998317,48,29,36
connected,199.934,200.434,0.5,48,30,36
is,202.076,202.296,0.21999999999999886,48,31,36
"neurobiologically,",202.316,204.119,1.8029999999999973,48,32,36
that's,204.199,204.359,0.1599999999999966,48,33,36
how,204.399,204.499,0.09999999999999432,48,34,36
we're,204.519,204.679,0.1599999999999966,48,35,36
"wired,",204.699,205.06,0.36099999999999,48,36,36
it's,205.1,205.2,0.09999999999999432,48,37,36
why,205.24,205.42,0.1799999999999784,48,38,36
we're,205.46,205.62,0.1599999999999966,48,39,36
here.,205.66,205.861,0.2009999999999934,48,40,36
So,206.461,206.561,0.09999999999999432,49,0,36
I,206.601,206.642,0.04099999999999682,49,1,36
"thought,",206.662,206.842,0.18000000000000682,49,2,36
you,206.862,206.942,0.0800000000000125,49,3,36
know,206.962,207.062,0.10000000000002274,49,4,36
"what,",207.082,207.242,0.1599999999999966,49,5,36
I'm,207.302,207.382,0.0800000000000125,49,6,36
gonna,207.402,207.523,0.12100000000000932,49,7,36
start,207.563,207.763,0.20000000000001705,49,8,36
with,207.783,207.903,0.12000000000000455,49,9,36
connection.,207.943,208.364,0.42099999999999227,49,10,36
"Well,",210.142,210.262,0.12000000000000455,50,0,36
you,210.282,210.342,0.060000000000002274,50,1,36
know,210.382,210.803,0.42099999999999227,50,2,36
that,211.344,211.504,0.1599999999999966,50,3,36
situation,211.564,212.065,0.5010000000000048,50,4,36
where,212.105,212.225,0.12000000000000455,50,5,36
you,212.245,212.325,0.07999999999998408,50,6,36
get,212.345,212.425,0.0800000000000125,50,7,36
an,212.465,212.525,0.060000000000002274,50,8,36
evaluation,212.545,213.186,0.6410000000000196,50,9,36
from,213.226,213.347,0.12100000000000932,50,10,36
your,213.387,213.507,0.12000000000000455,50,11,36
boss.,213.547,214.949,1.4020000000000152,50,12,36
And,214.969,215.029,0.060000000000002274,51,0,36
she,215.089,215.209,0.12000000000000455,51,1,36
tells,215.249,215.45,0.2009999999999934,51,2,36
you,215.47,215.55,0.0800000000000125,51,3,36
37,215.89,216.051,0.16100000000000136,51,4,36
things,216.071,216.231,0.1599999999999966,51,5,36
that,216.251,216.351,0.09999999999999432,51,6,36
you,216.371,216.451,0.07999999999998408,51,7,36
do,216.491,216.571,0.07999999999998408,51,8,36
really,216.611,216.832,0.22100000000000364,51,9,36
awesome.,216.972,217.292,0.3199999999999932,51,10,36
And,217.312,217.393,0.08099999999998886,52,0,36
one,217.493,217.593,0.09999999999999432,52,1,36
thing,217.633,217.813,0.1799999999999784,52,2,36
that,217.833,217.953,0.12000000000000455,52,3,36
you,217.973,218.074,0.10099999999999909,52,4,36
"can't,",218.094,218.274,0.18000000000000682,52,5,36
you,218.314,218.374,0.060000000000002274,52,6,36
"know,",218.394,218.494,0.09999999999999432,52,7,36
an,218.514,218.554,0.03999999999999204,52,8,36
opportunity,218.614,219.075,0.4609999999999843,52,9,36
for,219.095,219.195,0.09999999999999432,52,10,36
growth.,219.235,219.516,0.2809999999999775,52,11,36
And,222.284,222.364,0.0800000000000125,53,0,36
all,222.404,222.544,0.14000000000001478,53,1,36
you,222.564,222.644,0.0800000000000125,53,2,36
can,222.664,222.764,0.10000000000002274,53,3,36
think,222.804,222.944,0.13999999999998636,53,4,36
about,222.984,223.185,0.2009999999999934,53,5,36
is,223.245,223.305,0.060000000000002274,53,6,36
that,223.325,223.465,0.14000000000001478,53,7,36
opportunity,223.525,223.965,0.4399999999999977,53,8,36
for,224.005,224.105,0.09999999999999432,53,9,36
"growth,",224.125,224.445,0.3199999999999932,53,10,36
right?,224.786,225.046,0.2599999999999909,53,11,36
"Well,",225.746,226.006,0.2599999999999909,54,0,36
apparently,226.186,226.687,0.5010000000000048,54,1,36
this,226.847,226.987,0.13999999999998636,54,2,36
is,227.027,227.087,0.060000000000002274,54,3,36
the,227.127,227.207,0.07999999999998408,54,4,36
way,227.227,227.347,0.12000000000000455,54,5,36
my,227.427,227.527,0.09999999999999432,54,6,36
work,227.567,227.747,0.18000000000000682,54,7,36
went,227.787,227.968,0.18099999999998317,54,8,36
as,228.108,228.188,0.07999999999998408,54,9,36
well.,228.248,228.508,0.2600000000000193,54,10,36
Because,228.628,229.048,0.4200000000000159,55,0,36
when,229.248,229.428,0.18000000000000682,55,1,36
you,229.468,229.609,0.14100000000001955,55,2,36
ask,229.809,230.009,0.19999999999998863,55,3,36
people,230.069,230.329,0.2600000000000193,55,4,36
about,230.369,230.569,0.19999999999998863,55,5,36
"love,",230.609,230.929,0.3199999999999932,55,6,36
they,231.81,231.97,0.1599999999999966,55,7,36
tell,232.01,232.21,0.20000000000001705,55,8,36
you,232.25,232.37,0.12000000000000455,55,9,36
about,232.47,232.67,0.19999999999998863,55,10,36
heartbreak.,232.71,233.171,0.4609999999999843,55,11,36
When,233.391,233.511,0.12000000000000455,56,0,36
you,233.531,233.631,0.09999999999999432,56,1,36
ask,233.711,233.871,0.1599999999999966,56,2,36
people,233.891,234.171,0.28000000000000114,56,3,36
about,234.291,234.692,0.40100000000001046,56,4,36
"belonging,",235.152,235.692,0.5400000000000205,56,5,36
they'll,236.132,236.353,0.22100000000000364,56,6,36
tell,236.373,236.533,0.1599999999999966,56,7,36
you,236.553,236.633,0.0800000000000125,56,8,36
their,236.673,236.773,0.09999999999999432,56,9,36
most,236.813,236.973,0.160000000000025,56,10,36
excruciating,237.113,237.834,0.7210000000000036,56,11,36
experiences,237.954,238.634,0.6799999999999784,56,12,36
of,238.814,238.894,0.0800000000000125,56,13,36
being,238.954,239.174,0.21999999999999886,56,14,36
excluded.,239.234,239.735,0.5010000000000048,56,15,36
And,240.175,240.235,0.060000000000002274,57,0,36
when,240.275,240.355,0.07999999999998408,57,1,36
you,240.375,240.495,0.12000000000000455,57,2,36
ask,240.575,240.775,0.20000000000001705,57,3,36
people,240.795,241.076,0.2810000000000059,57,4,36
about,241.196,241.476,0.28000000000000114,57,5,36
"connection,",241.556,242.176,0.6199999999999761,57,6,36
the,242.656,242.757,0.10099999999999909,57,7,36
stories,242.797,243.157,0.36000000000001364,57,8,36
they,243.177,243.317,0.14000000000001478,57,9,36
told,243.377,243.557,0.1799999999999784,57,10,36
me,243.597,243.677,0.07999999999998408,57,11,36
were,243.717,243.877,0.1599999999999966,57,12,36
about,243.897,244.097,0.20000000000001705,57,13,36
disconnection.,244.137,244.838,0.7009999999999934,57,14,36
So,246.239,246.399,0.1599999999999966,58,0,36
very,246.479,246.739,0.2599999999999909,58,1,36
"quickly,",246.799,247.119,0.3199999999999932,58,2,36
really,247.159,247.399,0.2400000000000091,58,3,36
about,247.439,247.619,0.18000000000000682,58,4,36
six,247.68,247.86,0.18000000000000682,58,5,36
weeks,247.9,248.1,0.19999999999998863,58,6,36
into,248.14,248.3,0.160000000000025,58,7,36
this,248.34,248.46,0.12000000000000455,58,8,36
"research,",248.52,248.94,0.4199999999999875,58,9,36
I,249.14,249.2,0.060000000000002274,58,10,36
ran,249.24,249.461,0.22100000000000364,58,11,36
into,249.501,249.861,0.3599999999999852,58,12,36
this,250.001,250.181,0.18000000000000682,58,13,36
unnamed,250.361,250.841,0.4800000000000182,58,14,36
thing.,250.922,251.182,0.2599999999999909,58,15,36
that,251.927,252.067,0.14000000000001478,59,0,36
absolutely,252.227,252.767,0.539999999999992,59,1,36
unravelled,252.928,253.488,0.5600000000000023,59,2,36
connection,253.548,254.028,0.47999999999998977,59,3,36
in,255.309,255.389,0.0800000000000125,59,4,36
a,255.429,255.449,0.020000000000010232,59,5,36
way,255.489,255.609,0.12000000000000455,59,6,36
that,255.649,255.749,0.09999999999999432,59,7,36
I,255.849,255.909,0.060000000000002274,59,8,36
didn't,255.929,256.109,0.1799999999999784,59,9,36
understand,256.149,256.63,0.48099999999999454,59,10,36
or,256.69,256.75,0.060000000000002274,59,11,36
had,256.79,256.89,0.0999999999999659,59,12,36
never,256.93,257.15,0.21999999999997044,59,13,36
seen.,257.21,257.49,0.28000000000002956,59,14,36
And,258.231,258.331,0.10000000000002274,60,0,36
so,258.371,258.511,0.1400000000000432,60,1,36
I,258.571,258.651,0.07999999999998408,60,2,36
pulled,258.691,258.911,0.22000000000002728,60,3,36
back,258.951,259.091,0.13999999999998636,60,4,36
out,259.131,259.211,0.08000000000004093,60,5,36
of,259.231,259.271,0.040000000000020464,60,6,36
the,259.291,259.371,0.07999999999998408,60,7,36
research,259.411,259.752,0.3410000000000082,60,8,36
and,259.812,259.872,0.060000000000002274,60,9,36
"thought,",259.892,260.132,0.2400000000000091,60,10,36
I,260.172,260.212,0.03999999999996362,60,11,36
need,260.252,260.372,0.12000000000000455,60,12,36
to,260.392,260.452,0.060000000000002274,60,13,36
figure,260.472,260.672,0.20000000000004547,60,14,36
out,260.692,260.772,0.07999999999998408,60,15,36
what,260.792,260.892,0.10000000000002274,60,16,36
this,260.932,261.072,0.13999999999998636,60,17,36
is.,261.212,261.433,0.22100000000000364,60,18,36
And,262.533,262.733,0.19999999999998863,61,0,36
it,262.933,263.013,0.07999999999998408,61,1,36
turned,263.053,263.274,0.22100000000000364,61,2,36
out,263.334,263.434,0.10000000000002274,61,3,36
to,263.474,263.574,0.10000000000002274,61,4,36
be,263.614,263.794,0.18000000000000682,61,5,36
shame.,264.114,264.454,0.34000000000003183,61,6,36
And,266.335,266.395,0.060000000000002274,62,0,36
shame,266.435,266.636,0.20100000000002183,62,1,36
is,266.696,266.776,0.07999999999998408,62,2,36
really,266.816,267.056,0.2400000000000091,62,3,36
easily,267.116,267.416,0.30000000000001137,62,4,36
understood,267.516,268.076,0.5600000000000023,62,5,36
as,268.176,268.256,0.07999999999998408,62,6,36
the,268.297,268.397,0.0999999999999659,62,7,36
fear,268.477,268.717,0.2400000000000091,62,8,36
of,268.737,268.797,0.060000000000002274,62,9,36
disconnection.,268.837,269.517,0.6800000000000068,62,10,36
Is,270.378,270.458,0.08000000000004093,63,0,36
there,270.498,270.658,0.160000000000025,63,1,36
something,270.698,271.038,0.34000000000003183,63,2,36
about,271.098,271.438,0.339999999999975,63,3,36
me,271.538,271.779,0.24099999999998545,63,4,36
that,272.279,272.399,0.12000000000000455,63,5,36
if,272.419,272.479,0.060000000000002274,63,6,36
other,272.579,272.739,0.15999999999996817,63,7,36
people,272.779,273.039,0.2599999999999909,63,8,36
know,273.099,273.279,0.18000000000000682,63,9,36
it,273.319,273.379,0.060000000000002274,63,10,36
or,273.46,273.54,0.08000000000004093,63,11,36
see,273.64,273.84,0.19999999999998863,63,12,36
it?,273.9,273.98,0.08000000000004093,63,13,36
that,274.843,274.983,0.13999999999998636,64,0,36
I,275.183,275.263,0.07999999999998408,64,1,36
won't,275.424,275.764,0.34000000000003183,64,2,36
be,276.765,276.885,0.12000000000000455,64,3,36
worthy,276.925,277.225,0.30000000000001137,64,4,36
of,277.305,277.365,0.060000000000002274,64,5,36
connection.,277.446,277.926,0.47999999999996135,64,6,36
The,278.667,278.767,0.10000000000002274,65,0,36
things,278.787,278.987,0.20000000000004547,65,1,36
I,279.007,279.047,0.040000000000020464,65,2,36
can,279.087,279.187,0.10000000000002274,65,3,36
tell,279.227,279.367,0.1400000000000432,65,4,36
you,279.387,279.467,0.07999999999998408,65,5,36
about,279.487,279.688,0.20099999999996498,65,6,36
"it,",279.708,279.768,0.05999999999994543,65,7,36
it's,279.808,279.928,0.12000000000000455,65,8,36
"universal,",280.008,280.508,0.5,65,9,36
we,280.849,280.949,0.10000000000002274,65,10,36
all,281.009,281.149,0.13999999999998636,65,11,36
have,281.189,281.369,0.18000000000000682,65,12,36
it.,281.389,281.449,0.060000000000002274,65,13,36
The,281.489,281.569,0.08000000000004093,66,0,36
only,281.609,281.73,0.12100000000003774,66,1,36
people,281.77,281.93,0.160000000000025,66,2,36
who,281.95,282.01,0.060000000000002274,66,3,36
don't,282.05,282.19,0.13999999999998636,66,4,36
experience,282.21,282.61,0.4000000000000341,66,5,36
shame,282.63,282.851,0.22100000000000364,66,6,36
have,282.911,283.031,0.12000000000000455,66,7,36
no,283.071,283.191,0.1199999999999477,66,8,36
capacity,283.231,283.691,0.45999999999997954,66,9,36
for,283.732,283.832,0.0999999999999659,66,10,36
human,283.892,284.192,0.30000000000001137,66,11,36
empathy,284.732,285.073,0.34099999999995134,66,12,36
or,285.133,285.213,0.08000000000004093,66,13,36
connection.,285.253,285.713,0.4600000000000364,66,14,36
No,286.574,286.654,0.07999999999998408,67,0,36
one,286.694,286.774,0.07999999999998408,67,1,36
wants,286.814,286.955,0.1409999999999627,67,2,36
to,286.975,287.055,0.07999999999998408,67,3,36
talk,287.095,287.275,0.17999999999994998,67,4,36
about,287.315,287.535,0.22000000000002728,67,5,36
it,287.595,287.655,0.05999999999994543,67,6,36
unless,287.715,288.036,0.3210000000000264,67,7,36
you,288.056,288.156,0.10000000000002274,67,8,36
talk,288.176,288.336,0.160000000000025,67,9,36
about,288.356,288.496,0.13999999999998636,67,10,36
it,288.516,288.556,0.03999999999996362,67,11,36
the,288.576,288.656,0.07999999999998408,67,12,36
more,288.676,288.776,0.10000000000002274,67,13,36
you,288.796,288.896,0.10000000000002274,67,14,36
have,288.936,289.097,0.16100000000000136,67,15,36
it.,289.117,289.177,0.060000000000002274,67,16,36
What,292.16,292.38,0.21999999999997044,68,0,36
underpinned,293.12,293.861,0.7409999999999854,68,1,36
this,294.302,294.482,0.18000000000000682,68,2,36
"shame,",294.582,294.982,0.4000000000000341,68,3,36
this,295.202,295.363,0.16100000000000136,68,4,36
I'm,295.503,295.663,0.160000000000025,68,5,36
not,295.703,295.903,0.20000000000004547,68,6,36
good,295.943,296.103,0.160000000000025,68,7,36
"enough,",296.163,296.464,0.3009999999999877,68,8,36
which,297.324,297.445,0.1209999999999809,68,9,36
we,297.485,297.585,0.0999999999999659,68,10,36
all,297.645,297.785,0.1400000000000432,68,11,36
know,297.825,297.965,0.13999999999998636,68,12,36
that,298.005,298.145,0.13999999999998636,68,13,36
"feeling,",298.205,298.546,0.3410000000000082,68,14,36
I'm,298.686,298.806,0.12000000000000455,68,15,36
not,298.846,298.986,0.13999999999998636,68,16,36
blank,299.026,299.266,0.2400000000000091,68,17,36
"enough,",299.306,299.567,0.2610000000000241,68,18,36
I'm,299.707,299.827,0.12000000000000455,68,19,36
not,299.867,299.967,0.0999999999999659,68,20,36
