word,start,end,duration,sentence_idx,word_idx,layer,richness,richness_normalized,pre_gap
"oh,",96.545,96.665,0.1200000000000045,16,13,36,3.4584460258483887,0.2190625510891895,0.0799999999999983
"here,",96.685,96.905,0.2199999999999988,16,14,36,3.8174712657928467,0.2418074088262838,0.01999999999999602
"oh,",97.005,97.085,0.0799999999999983,16,15,36,3.3672640323638916,0.21328601718781148,0.09999999999999432
by,97.125,97.305,0.1800000000000068,16,16,36,7.121928691864014,0.4511503900214242,0.04000000000000625
the,97.345,97.425,0.0799999999999983,16,17,36,0.4131697416305542,0.02613913471490591,0.03999999999999204
"way,",97.445,97.665,0.220000000000013,16,18,36,0.24805325269699097,0.015678725158676965,0.01999999999999602
there's,98.146,98.366,0.2199999999999988,16,19,36,1.7990868091583252,0.11393933099416094,0.48099999999999454
a,98.406,98.426,0.019999999999996,16,20,36,1.046837568283081,0.06628306602183887,0.04000000000000625
machine,98.466,98.886,0.4200000000000017,16,21,36,6.889106750488281,0.43640072524720286,0.03999999999999204
that's,98.946,99.546,0.6000000000000085,16,22,36,1.9201879501342773,0.12161129362198049,0.060000000000002274
limitless.,99.667,100.227,0.5600000000000023,16,23,36,6.095946788787842,0.3861526967397182,0.12099999999999511
And,100.467,100.567,0.0999999999999943,17,0,36,3.5207451790054574,0.22300930808019712,0.0
you,100.607,100.727,0.1200000000000045,17,1,36,4.013903617858887,0.25425173141317514,0.04000000000000625
can,100.767,100.907,0.1400000000000005,17,2,36,2.1037778854370117,0.13324202733047696,0.03999999999999204
do,100.927,101.047,0.1199999999999903,17,3,36,3.474865674972534,0.2201027637034321,0.020000000000010232
anything,101.127,101.448,0.3209999999999979,17,4,36,3.961796760559082,0.2509506736474468,0.0799999999999983
on,101.548,101.628,0.0799999999999983,17,5,36,3.8807880878448486,0.24581863686741118,0.10000000000000853
it.,101.688,101.768,0.0799999999999983,17,6,36,2.0575850009918213,0.13031562977320651,0.060000000000002274
And,101.788,101.848,0.0600000000000022,18,0,36,3.5207451790054574,0.22300930808019712,0.0
I,101.908,101.968,0.0600000000000022,18,1,36,2.585564613342285,0.16376403349227453,0.060000000000002274
was,101.988,102.108,0.1200000000000045,18,2,36,3.2928318977355957,0.20857061524712692,0.01999999999999602
just,102.148,102.328,0.1800000000000068,18,3,36,3.0998623371124268,0.19634566636987646,0.03999999999999204
"like,",102.388,102.568,0.1799999999999926,18,4,36,1.0964200496673584,0.06942420029282209,0.060000000000002274
no,102.788,103.009,0.2210000000000036,18,5,36,5.700676918029785,0.36111168018182255,0.21999999999999886
way.,103.329,103.589,0.2600000000000051,18,6,36,1.6785143613815308,0.10630086197699469,0.3199999999999932
Translate,104.885,105.505,0.6199999999999903,19,0,36,3.5207451790054574,0.22300930808019712,0.0
espagnol,105.705,106.386,0.6809999999999974,19,1,36,7.781103610992432,0.49291023888819446,0.20000000000000284
no,106.446,106.606,0.1599999999999966,19,2,36,7.084785461425781,0.44879730339067814,0.060000000000002274
way,106.686,106.906,0.2199999999999988,19,3,36,8.346433639526367,0.5287248548062872,0.0800000000000125
Jose.,106.946,107.466,0.519999999999996,19,4,36,6.389115810394287,0.4047254513750004,0.03999999999999204
For,109.967,110.088,0.1209999999999951,20,0,36,3.5207451790054574,0.22300930808019712,0.0
the,110.108,110.208,0.0999999999999943,20,1,36,2.3520145416259766,0.14896824042631238,0.020000000000010232
"parents,",110.248,110.568,0.3199999999999932,20,2,36,4.631140232086182,0.2933547175511342,0.04000000000000625
that's,110.608,110.848,0.2399999999999948,20,3,36,2.6016621589660645,0.1647838403035892,0.04000000000000625
Kanye,111.148,111.528,0.3800000000000096,20,4,36,13.545919418334961,0.8581210954810142,0.29999999999999716
West,111.568,111.808,0.2400000000000091,20,5,36,1.2135303020477295,0.0768433333609006,0.03999999999999204
reference.,111.848,112.229,0.3810000000000002,20,6,36,6.254284858703613,0.39618368195724063,0.03999999999999204
But,118.532,118.652,0.1200000000000045,21,0,36,3.5207451790054574,0.22300930808019712,0.0
it,118.672,118.712,0.0400000000000062,21,1,36,2.7855494022369385,0.1764334089760021,0.01999999999999602
was,118.732,118.832,0.0999999999999943,21,2,36,2.1324479579925537,0.13505832504171544,0.01999999999999602
kind,118.852,119.012,0.1599999999999966,21,3,36,7.233318328857422,0.4582071124044901,0.020000000000010232
of,119.052,119.092,0.039999999999992,21,4,36,0.016820622608065605,0.0010297459494147169,0.04000000000000625
at,119.132,119.212,0.0799999999999983,21,5,36,6.680449485778809,0.42318193371499085,0.04000000000000625
that,119.232,119.372,0.1400000000000005,21,6,36,2.340287685394287,0.14822532419921258,0.01999999999999602
point,119.412,119.572,0.1599999999999966,21,7,36,0.7999011874198914,0.05063922757272295,0.04000000000000625
in,119.592,119.632,0.0400000000000062,21,8,36,2.879087209701538,0.18235918768769144,0.01999999999999602
my,119.652,119.772,0.1200000000000045,21,9,36,2.011582851409912,0.12740131559294743,0.01999999999999602
life,119.812,120.012,0.2000000000000028,21,10,36,0.4560612738132477,0.028856386008358943,0.03999999999999204
where,120.052,120.212,0.1599999999999966,21,11,36,1.550490379333496,0.09819032562843787,0.04000000000000625
I,120.232,120.252,0.019999999999996,21,12,36,0.23880979418754578,0.015093136388292494,0.01999999999999602
was,120.312,120.412,0.1000000000000085,21,13,36,1.7566661834716797,0.1112519124257323,0.060000000000002274
"like,",120.452,120.653,0.2010000000000076,21,14,36,0.7644487619400024,0.048393256303127095,0.03999999999999204
for,121.173,121.293,0.1200000000000045,21,15,36,7.419667720794678,0.4700126623698981,0.519999999999996
those,121.313,121.493,0.1799999999999926,21,16,36,5.021864414215088,0.3181077570264071,0.01999999999999602
of,121.533,121.573,0.039999999999992,21,17,36,1.442600131034851,0.09135529545297696,0.04000000000000625
you,121.613,121.793,0.1800000000000068,21,18,36,0.952573299407959,0.06031126474795756,0.04000000000000625
who,121.833,121.913,0.0799999999999983,21,19,36,0.44256192445755005,0.02800117933629829,0.03999999999999204
are,121.953,122.053,0.0999999999999943,21,20,36,1.4050288200378418,0.08897508919295107,0.04000000000000625
Phineas,122.113,122.413,0.2999999999999971,21,21,36,6.3392109870910645,0.40156389619686794,0.060000000000002274
and,122.473,122.553,0.0799999999999983,21,22,36,0.5568900108337402,0.0352440574703898,0.060000000000002274
Ferb,122.593,122.874,0.2809999999999917,21,23,36,0.0005661887116730213,0.0,0.04000000000000625
"fans,",122.914,123.234,0.3199999999999932,21,24,36,0.3747936487197876,0.023707944156002775,0.04000000000000625
it,123.254,123.314,0.059999999999988,21,25,36,3.098104238510132,0.19623428784227445,0.020000000000010232
was,123.334,123.454,0.1199999999999903,21,26,36,1.511371374130249,0.09571207031607556,0.020000000000010232
like,123.474,123.634,0.1599999999999966,21,27,36,2.1865005493164062,0.13848264835718074,0.020000000000010232
that,123.674,123.834,0.1599999999999966,21,28,36,4.434061527252197,0.28086944742039566,0.04000000000000625
time,123.874,124.214,0.3400000000000034,21,29,36,4.018641471862793,0.2545518824981368,0.03999999999999204
when,124.434,124.594,0.1599999999999966,21,30,36,2.1207261085510254,0.13431572600326222,0.21999999999999886
Phineas,124.654,124.955,0.3010000000000019,21,31,36,1.0776668787002563,0.06823615511295639,0.060000000000002274
"goes,",124.995,125.255,0.2599999999999909,21,32,36,4.480002403259277,0.2837798798157899,0.04000000000000625
I,125.315,125.395,0.0799999999999983,21,33,36,3.8619258403778076,0.2446236815063171,0.060000000000002274
know,125.455,125.595,0.1400000000000005,21,34,36,3.506779193878174,0.22212453924074846,0.060000000000002274
what,125.615,125.715,0.1000000000000085,21,35,36,1.8993967771530151,0.1202941375587486,0.01999999999999602
I'm,125.755,125.855,0.1000000000000085,21,36,36,1.1112762689590454,0.07036536697612485,0.03999999999999204
gonna,125.875,126.075,0.2000000000000028,21,37,36,3.424478054046631,0.21691062247723975,0.01999999999999602
do,126.095,126.195,0.0999999999999943,21,38,36,0.3498087525367737,0.022125108616789332,0.01999999999999602
today.,126.235,126.475,0.2399999999999948,21,39,36,2.922457218170166,0.18510675126519402,0.04000000000000625
I'm,127.416,127.556,0.1400000000000005,22,0,36,3.5207451790054574,0.22300930808019712,0.0
gonna,127.576,127.776,0.2000000000000028,22,1,36,4.545476913452148,0.28792780105935806,0.01999999999999602
major,127.816,128.096,0.2800000000000011,22,2,36,11.850736618041992,0.7507283906199368,0.04000000000000625
in,128.136,128.196,0.0600000000000022,22,3,36,0.4674781262874603,0.029579662971759988,0.03999999999999204
computer,128.236,128.636,0.4000000000000057,22,4,36,4.370120048522949,0.27681864631955616,0.03999999999999204
science.,128.656,129.077,0.4209999999999922,22,5,36,1.0484751462936401,0.06638680936559187,0.020000000000010232
And,130.197,130.277,0.079999999999984,23,0,36,3.5207451790054574,0.22300930808019712,0.0
so,130.357,130.497,0.1400000000000147,23,1,36,4.205244064331055,0.26637347314652743,0.0800000000000125
I,130.537,130.637,0.0999999999999943,23,2,36,2.4366912841796875,0.15433265565049734,0.03999999999999204
ran,130.757,131.078,0.3209999999999979,23,3,36,6.742979049682617,0.427143287617504,0.12000000000000455
over,131.138,131.298,0.1599999999999966,23,4,36,4.170352458953857,0.26416303078140024,0.060000000000002274
to,131.318,131.438,0.1199999999999761,23,5,36,0.6702854037284851,0.04242784789089585,0.020000000000010232
Carmen.,131.478,131.858,0.3799999999999954,23,6,36,6.794955730438232,0.430436098478422,0.040000000000020464
And,133.128,133.268,0.1400000000000147,24,0,36,3.5207451790054574,0.22300930808019712,0.0
I,133.288,133.308,0.0199999999999818,24,1,36,2.585564613342285,0.16376403349227453,0.020000000000010232
was,133.628,133.748,0.1200000000000045,24,2,36,3.2928318977355957,0.20857061524712692,0.3199999999999932
just,133.848,134.028,0.1799999999999784,24,3,36,3.0998623371124268,0.19634566636987646,0.10000000000002274
so,134.149,134.329,0.1800000000000068,24,4,36,3.0462894439697266,0.19295173274759472,0.12100000000000932
excited,134.389,134.769,0.3799999999999954,24,5,36,2.355555534362793,0.14919256832052794,0.060000000000002274
to,134.809,134.889,0.0800000000000125,24,6,36,1.1290265321731567,0.07148987624924279,0.03999999999999204
tell,134.909,135.069,0.1599999999999966,24,7,36,5.299967288970947,0.3357260457115634,0.01999999999998181
my,135.129,135.229,0.1000000000000227,24,8,36,1.7666205167770386,0.11188253631984357,0.060000000000002274
friends.,135.289,135.529,0.2400000000000091,24,9,36,2.5564470291137695,0.16191938515772317,0.05999999999997385
I,135.569,135.609,0.0400000000000204,25,0,36,3.5207451790054574,0.22300930808019712,0.0
was,135.629,135.729,0.1000000000000227,25,1,36,3.22450852394104,0.20424221366367307,0.01999999999998181
"like,",135.769,135.949,0.1800000000000068,25,2,36,2.3888626098632812,0.1513026280311334,0.03999999999999204
"man,",136.009,136.149,0.1400000000000147,25,3,36,2.8456010818481445,0.18023778470691657,0.05999999999997385
they're,136.169,136.309,0.1399999999999863,25,4,36,2.447953939437866,0.15504616395879578,0.020000000000010232
going,136.329,136.429,0.0999999999999943,25,5,36,2.1355865001678467,0.13525715701043708,0.020000000000010232
to,136.449,136.489,0.039999999999992,25,6,36,0.06901542842388153,0.004336375402763599,0.020000000000010232
be,136.509,136.569,0.0600000000000022,25,7,36,1.9972209930419922,0.12649146751243595,0.01999999999998181
just,136.609,136.93,0.3209999999999979,25,8,36,5.42903995513916,0.3439030179773507,0.040000000000020464
so,136.97,137.13,0.1599999999999966,25,9,36,3.9804224967956543,0.2521306456210468,0.03999999999999204
fired,137.17,137.43,0.2600000000000193,25,10,36,6.657756805419922,0.42174431393506656,0.03999999999999204
up,137.47,137.55,0.0800000000000125,25,11,36,0.023592351004481316,0.0014587464259119807,0.03999999999999204
for,137.57,137.67,0.0999999999999943,25,12,36,3.0866780281066895,0.19551041803818878,0.01999999999998181
me.,137.71,137.79,0.079999999999984,25,13,36,2.061969041824341,0.1305933661938122,0.040000000000020464
I,137.81,137.91,0.0999999999999943,26,0,36,3.5207451790054574,0.22300930808019712,0.0
figured,137.95,138.19,0.2400000000000091,26,1,36,7.537848472595215,0.47749961339145275,0.03999999999999204
it,138.23,138.27,0.0400000000000204,26,2,36,1.9310040473937988,0.12229651172385113,0.03999999999999204
out.,138.35,138.45,0.0999999999999943,26,3,36,2.0194478034973145,0.12789957364401008,0.07999999999998408
I'm,138.47,138.55,0.0800000000000125,27,0,36,3.5207451790054574,0.22300930808019712,0.0
not,138.57,138.65,0.0800000000000125,27,1,36,1.6987144947052002,0.10758057467571269,0.01999999999998181
going,138.67,138.77,0.1000000000000227,27,2,36,2.054168224334717,0.1300991711782696,0.01999999999998181
to,138.79,138.83,0.0400000000000204,27,3,36,0.07206550985574722,0.004529603233389297,0.01999999999998181
be,138.85,138.93,0.0800000000000125,27,4,36,2.9311797618865967,0.18565933920014394,0.01999999999998181
stressed,138.97,139.251,0.2810000000000059,27,5,36,8.963746070861816,0.5678326440866082,0.03999999999999204
anymore.,139.311,139.571,0.2599999999999909,27,6,36,3.478031635284424,0.22030333265759908,0.060000000000002274
And,139.591,139.651,0.0600000000000022,28,0,36,3.5207451790054574,0.22300930808019712,0.0
I'm,139.671,139.771,0.0999999999999943,28,1,36,2.3526155948638916,0.14900631816811938,0.01999999999998181
"like,",139.811,139.991,0.1800000000000068,28,2,36,2.5941271781921387,0.16430648649475615,0.040000000000020464
"guys,",140.291,140.611,0.3199999999999932,28,3,36,4.444056034088135,0.28150261637578994,0.29999999999998295
I'm,140.691,140.771,0.079999999999984,28,4,36,1.325823426246643,0.08395729319044705,0.0800000000000125
going,140.791,140.891,0.0999999999999943,28,5,36,2.589282989501953,0.1639995989271106,0.020000000000010232
to,140.911,140.951,0.039999999999992,28,6,36,0.1129138171672821,0.007117412766629081,0.020000000000010232
major,141.071,141.331,0.2599999999999909,28,7,36,11.694852828979492,0.7408528882561078,0.12000000000000455
in,141.351,141.431,0.0800000000000125,28,8,36,0.2214469611644745,0.013993171474728831,0.020000000000010232
computer,141.451,141.852,0.4010000000000104,28,9,36,4.157635688781738,0.2633574018276116,0.01999999999998181
science.,141.892,142.252,0.3600000000000136,28,10,36,0.5663030743598938,0.03584039100617607,0.03999999999999204
And,142.712,142.792,0.0800000000000125,29,0,36,3.5207451790054574,0.22300930808019712,0.0
one,142.832,142.912,0.0800000000000125,29,1,36,5.932107925415039,0.3757732269291887,0.03999999999999204
of,142.932,142.992,0.0600000000000022,29,2,36,1.4696658849716187,0.09306995685932883,0.01999999999998181
my,143.032,143.132,0.0999999999999943,29,3,36,2.99204683303833,0.1895153713677819,0.040000000000020464
friends,143.192,143.432,0.2399999999999806,29,4,36,2.7894446849823,0.1766801817430162,0.060000000000002274
"said,",143.472,143.712,0.2399999999999806,29,5,36,1.7769187688827515,0.11253494805312843,0.040000000000020464
"wow,",144.032,144.273,0.2409999999999854,29,6,36,4.159396648406982,0.2634689616058688,0.3200000000000216
that's,144.333,144.573,0.2400000000000091,29,7,36,1.3771111965179443,0.0872064604040223,0.060000000000002274
the,144.613,144.713,0.0999999999999943,29,8,36,3.4055817127227783,0.21571350721250487,0.03999999999999204
stupidest,144.773,145.173,0.4000000000000057,29,9,36,3.2952566146850586,0.2087242251773836,0.060000000000002274
thing,145.193,145.333,0.1399999999999863,29,10,36,0.31657010316848755,0.020019383817686677,0.020000000000010232
I've,145.353,145.493,0.1399999999999863,29,11,36,0.26405438780784607,0.01669242420051794,0.020000000000010232
ever,145.533,145.673,0.1400000000000147,29,12,36,0.2161412537097931,0.01365704591077116,0.03999999999999204
heard.,145.713,145.913,0.200000000000017,29,13,36,0.670627772808075,0.04244953755263121,0.03999999999999204
And,148.114,148.194,0.079999999999984,30,0,36,3.5207451790054574,0.22300930808019712,0.0
I'm,148.234,148.334,0.0999999999999943,30,1,36,2.3526155948638916,0.14900631816811938,0.040000000000020464
"like,",148.394,148.554,0.1599999999999966,30,2,36,2.5941271781921387,0.16430648649475615,0.060000000000002274
why?,148.614,148.914,0.2999999999999829,30,3,36,3.580453872680664,0.22679195507047673,0.060000000000002274
He's,148.954,149.215,0.2609999999999957,31,0,36,3.5207451790054574,0.22300930808019712,0.0
"like,",149.235,149.395,0.1599999999999966,31,1,36,3.600557565689087,0.22806555811169338,0.020000000000010232
you're,149.555,149.815,0.2599999999999909,31,2,36,3.344158411026001,0.21182223689665758,0.1599999999999966
at,149.935,150.035,0.0999999999999943,31,3,36,6.321441650390625,0.40043817858604885,0.12000000000000455
Columbia,150.095,150.595,0.5,31,4,36,8.368021965026855,0.5300925118333157,0.060000000000002274
University.,150.675,151.315,0.6399999999999864,31,5,36,1.992771029472351,0.12620955477465073,0.0800000000000125
That's,152.416,152.676,0.2599999999999909,32,0,36,3.5207451790054574,0.22300930808019712,0.0
like,152.756,152.956,0.1999999999999886,32,1,36,6.023036956787109,0.3815337352518054,0.0800000000000125
a,152.996,153.036,0.039999999999992,32,2,36,2.2299399375915527,0.1412346072630712,0.040000000000020464
trade.,153.176,153.756,0.5800000000000125,32,3,36,5.457607269287109,0.3457128057692243,0.13999999999998636
You,154.077,154.197,0.1200000000000045,33,0,36,3.5207451790054574,0.22300930808019712,0.0
can,154.237,154.357,0.1200000000000045,33,1,36,1.5713695287704468,0.09951305514931624,0.03999999999999204
learn,154.397,154.577,0.1800000000000068,33,2,36,4.9306230545043945,0.31232746217393426,0.03999999999999204
that,154.597,154.757,0.1599999999999966,33,3,36,6.033869743347168,0.38222001064916455,0.020000000000010232
at,154.797,154.857,0.0600000000000022,33,4,36,3.9882402420043945,0.25262591303629917,0.03999999999999204
DeVry.,154.897,155.477,0.5800000000000125,33,5,36,4.586649417877197,0.2905361490294687,0.03999999999999204
They'll,155.517,155.737,0.2199999999999988,34,0,36,3.5207451790054574,0.22300930808019712,0.0
teach,155.757,155.917,0.1599999999999966,34,1,36,6.69636344909668,0.4241901102759321,0.020000000000010232
you,155.957,156.037,0.0800000000000125,34,2,36,0.5771471261978149,0.03652738007798993,0.03999999999999204
how,156.077,156.157,0.0800000000000125,34,3,36,1.2204262018203735,0.07728020030463502,0.03999999999999204
to,156.177,156.237,0.0600000000000022,34,4,36,0.07072946429252625,0.004444962481473252,0.01999999999998181
build,156.297,156.558,0.2609999999999957,34,5,36,4.275731086730957,0.2708389455379537,0.060000000000002274
"computers,",156.598,157.198,0.5999999999999943,34,6,36,3.946269989013672,0.24996702634183857,0.040000000000020464
fix,157.778,158.018,0.2400000000000091,34,7,36,7.474545478820801,0.4734892613951587,0.5799999999999841
some,158.038,158.198,0.1599999999999966,34,8,36,7.86470890045166,0.4982067757420182,0.020000000000010232
program.,158.338,158.918,0.5800000000000125,34,9,36,7.0115861892700195,0.44416000537815065,0.13999999999998636
You,161.039,161.139,0.1000000000000227,35,0,36,3.5207451790054574,0.22300930808019712,0.0
should,161.159,161.339,0.1800000000000068,35,1,36,4.268247604370117,0.2703648542409137,0.01999999999998181
major,161.379,161.62,0.2410000000000138,35,2,36,12.218218803405762,0.7740090101894928,0.03999999999999204
in,161.66,161.76,0.0999999999999943,35,3,36,0.14564451575279236,0.009190958022328409,0.03999999999999204
something,161.8,162.06,0.2599999999999909,35,4,36,3.1309914588928223,0.19831774901923369,0.040000000000020464
real.,162.12,162.38,0.2599999999999909,35,5,36,4.037519454956055,0.25574783473783436,0.060000000000002274
And,163.829,163.929,0.0999999999999943,36,0,36,3.5207451790054574,0.22300930808019712,0.0
I,163.969,164.009,0.039999999999992,36,1,36,2.585564613342285,0.16376403349227453,0.03999999999999204
was,164.049,164.189,0.1399999999999863,36,2,36,3.2928318977355957,0.20857061524712692,0.040000000000020464
just,164.269,164.449,0.1800000000000068,36,3,36,3.0998623371124268,0.19634566636987646,0.0800000000000125
thinking,164.509,164.769,0.2600000000000193,36,4,36,3.0443115234375,0.19282642812798712,0.05999999999997385
to,164.809,164.849,0.039999999999992,36,5,36,2.7437500953674316,0.1737853520081879,0.03999999999999204
"myself,",164.909,165.229,0.3200000000000216,36,6,36,0.19869931042194366,0.012552069227789278,0.060000000000002274
I,165.289,165.329,0.0400000000000204,36,7,36,2.4318127632141113,0.15402359307498978,0.05999999999997385
was,165.369,165.47,0.100999999999999,36,8,36,4.213688850402832,0.2669084646637046,0.03999999999999204
"like,",165.51,165.67,0.1599999999999966,36,9,36,1.3013410568237305,0.08240629357360317,0.03999999999999204
I'm,165.85,165.97,0.1200000000000045,36,10,36,2.0318729877471924,0.12868673013519266,0.18000000000000682
talking,166.01,166.21,0.200000000000017,36,11,36,6.44083309173584,0.40800182884318303,0.03999999999999204
about,166.23,166.41,0.1800000000000068,36,12,36,1.5581843852996826,0.09867775395285411,0.01999999999998181
a,166.45,166.47,0.0200000000000102,36,13,36,2.461763620376587,0.15592103066285942,0.03999999999999204
limitless,166.59,167.07,0.4799999999999897,36,14,36,12.202667236328125,0.773023792044873,0.12000000000000455
machine.,167.11,167.43,0.3199999999999932,36,15,36,4.397709369659424,0.27856647659580414,0.040000000000020464
You're,167.45,167.63,0.1800000000000068,37,0,36,3.5207451790054574,0.22300930808019712,0.0
like,167.65,167.75,0.0999999999999943,37,1,36,5.228756427764893,0.3312147169043791,0.020000000000010232
talking,167.79,167.97,0.1800000000000068,37,2,36,8.771811485290527,0.5556732626338655,0.03999999999999204
about,167.99,168.13,0.1399999999999863,37,3,36,2.502185583114624,0.15848183054443046,0.020000000000010232
a,168.15,168.21,0.0600000000000022,37,4,36,1.541242241859436,0.09760444043771109,0.020000000000010232
washing,168.27,168.61,0.3400000000000034,37,5,36,8.564287185668945,0.5425262463611009,0.060000000000002274
machine.,168.65,168.991,0.3410000000000082,37,6,36,0.948506772518158,0.06005364337402045,0.03999999999999204
But,171.551,171.671,0.1200000000000045,38,0,36,3.5207451790054574,0.22300930808019712,0.0
I,171.691,171.711,0.0200000000000102,38,1,36,2.919903039932251,0.1849449397427909,0.020000000000010232
was,172.071,172.172,0.100999999999999,38,2,36,3.529754161834717,0.22358004241864957,0.3599999999999852
so,172.212,172.352,0.1400000000000147,38,3,36,3.815016984939575,0.24165192597259036,0.03999999999999204
"frustrated,",172.392,172.832,0.4399999999999977,38,4,36,3.794050693511963,0.24032367585883993,0.03999999999999204
I,172.872,172.912,0.039999999999992,38,5,36,1.238327145576477,0.07841425544559193,0.040000000000020464
couldn't,172.952,173.132,0.1800000000000068,38,6,36,1.2764341831207275,0.08082840089079843,0.03999999999999204
even,173.152,173.312,0.160000000000025,38,7,36,2.406447410583496,0.152416654974694,0.01999999999998181
really,173.372,173.572,0.1999999999999886,38,8,36,5.913771629333496,0.37461159148020334,0.060000000000002274
explain,173.612,173.932,0.3199999999999932,38,9,36,5.22736930847168,0.33112684054506414,0.03999999999999204
to,173.952,174.012,0.0600000000000022,38,10,36,2.3664727210998535,0.14988419061221459,0.020000000000010232
him,174.052,174.152,0.0999999999999943,38,11,36,1.971787691116333,0.12488022470907992,0.03999999999999204
why.,174.232,174.512,0.2800000000000011,38,12,36,1.9240106344223022,0.12185346715361967,0.0800000000000125
But,175.793,175.913,0.1200000000000045,39,0,36,3.5207451790054574,0.22300930808019712,0.0
it,175.933,175.993,0.0600000000000022,39,1,36,2.7855494022369385,0.1764334089760021,0.01999999999998181
was,176.033,176.153,0.1200000000000045,39,2,36,2.1324479579925537,0.13505832504171544,0.03999999999999204
at,176.213,176.293,0.0800000000000125,39,3,36,5.371860027313232,0.3402805725915632,0.060000000000002274
that,176.333,176.493,0.1599999999999966,39,4,36,1.9366247653961182,0.1226525937401541,0.03999999999999204
point,176.593,176.873,0.2800000000000011,39,5,36,1.2678948640823364,0.08028742054989005,0.09999999999999432
at,177.033,177.093,0.0600000000000022,39,6,36,7.139829158782959,0.4522844149539386,0.1599999999999966
my,177.153,177.513,0.3600000000000136,39,7,36,6.061734199523926,0.3839852711967514,0.060000000000002274
height,177.573,177.753,0.1799999999999784,39,8,36,6.965257167816162,0.44122498331053833,0.060000000000002274
of,177.793,177.853,0.0600000000000022,39,9,36,4.408166885375977,0.27922897794889345,0.040000000000020464
frustration,177.873,178.393,0.5200000000000102,39,10,36,6.741107940673828,0.4270247496890227,0.01999999999998181
that,178.413,178.553,0.1399999999999863,39,11,36,0.575767457485199,0.03643997572558946,0.020000000000010232
I,178.573,178.613,0.039999999999992,39,12,36,0.27003392577171326,0.01707123806982349,0.020000000000010232
learned,178.653,178.833,0.1800000000000068,39,13,36,4.543817520141602,0.2878226756793594,0.03999999999999204
the,178.853,178.914,0.0609999999999786,39,14,36,2.059800624847412,0.13045599330141452,0.020000000000010232
most,178.954,179.114,0.1599999999999966,39,15,36,2.721275568008423,0.17236155259072028,0.040000000000020464
valuable,179.174,179.614,0.4399999999999977,39,16,36,2.591765880584717,0.16415689428735575,0.060000000000002274
lesson,179.654,179.994,0.3400000000000034,39,17,36,0.40922725200653076,0.025889371312081483,0.03999999999999204
that,180.634,180.774,0.1400000000000147,39,18,36,3.9898877143859863,0.2527302832052346,0.6399999999999864
I,180.814,180.874,0.0600000000000022,39,19,36,0.798673152923584,0.05056142950504649,0.03999999999999204
learned,180.914,181.134,0.2199999999999988,39,20,36,4.362317085266113,0.2763243153660222,0.03999999999999204
at,181.174,181.254,0.079999999999984,39,21,36,3.6026175022125244,0.22819605858341585,0.040000000000020464
"Columbia,",181.294,181.674,0.3799999999999954,39,22,36,4.884707450866699,0.3094186308259941,0.040000000000020464
which,181.694,181.874,0.1800000000000068,39,23,36,2.221674680709839,0.14071098922450598,0.01999999999998181
is,181.974,182.074,0.1000000000000227,39,24,36,1.0998528003692627,0.06964167087058372,0.09999999999999432
don't,182.555,182.775,0.2199999999999988,39,25,36,2.897742986679077,0.18354106279317073,0.48099999999999454
listen,182.795,183.035,0.2400000000000091,39,26,36,4.741205215454102,0.3003275208808563,0.01999999999998181
to,183.055,183.115,0.0600000000000022,39,27,36,0.06640665978193283,0.004171105485697894,0.020000000000010232
your,183.155,183.275,0.1200000000000045,39,28,36,2.801624298095703,0.17745178088629668,0.03999999999999204
friends.,183.315,183.595,0.2800000000000011,39,29,36,1.906193494796753,0.12072472114643712,0.03999999999999204
And,193.542,194.042,0.5,40,0,36,3.5207451790054574,0.22300930808019712,0.0
the,194.062,195.664,1.6019999999999754,40,1,36,2.7460460662841797,0.17393080565896193,0.020000000000010232
more,195.824,195.964,0.1399999999999863,40,2,36,5.535539150238037,0.35064992257384575,0.160000000000025
generalized,196.024,196.604,0.5800000000000125,40,3,36,11.441563606262207,0.7248065865032419,0.060000000000002274
case,196.884,197.145,0.2610000000000241,40,4,36,5.310552597045898,0.3363966429272503,0.2799999999999727
of,197.205,197.265,0.0599999999999738,40,5,36,1.3413445949554443,0.08494058554685557,0.060000000000002274
don't,197.305,197.465,0.1599999999999966,40,6,36,5.595224857330322,0.35443111332511973,0.040000000000020464
listen,197.505,197.725,0.2199999999999988,40,7,36,6.733419418334961,0.4265376687616955,0.03999999999999204
to,197.765,197.825,0.0600000000000022,40,8,36,0.2558472454547882,0.016172487815885872,0.03999999999999204
your,197.845,197.985,0.1400000000000147,40,9,36,3.2754039764404297,0.20746652688115813,0.020000000000010232
friends,198.025,198.265,0.2399999999999806,40,10,36,3.2755093574523926,0.2074732029469569,0.03999999999999204
is,198.365,198.465,0.0999999999999943,40,11,36,1.8039764165878296,0.1142490959159573,0.10000000000002274
think,198.606,198.786,0.1800000000000068,40,12,36,10.790447235107422,0.6835572603152008,0.14099999999999113
for,198.806,198.906,0.0999999999999943,40,13,36,5.039329528808594,0.3192142016508931,0.020000000000010232
yourself.,198.946,199.346,0.4000000000000057,40,14,36,1.1755142211914062,0.07443495017610638,0.03999999999999204
And,200.907,201.007,0.0999999999999943,41,0,36,3.5207451790054574,0.22300930808019712,0.0
thinking,201.047,201.347,0.3000000000000113,41,1,36,9.46131706237793,0.5993546101129793,0.03999999999999204
for,201.367,201.488,0.1210000000000093,41,2,36,5.615067481994629,0.3556881772440521,0.01999999999998181
